,window,entry_z,exit_z,pnl
499,40,1.9000000000000001,0.44285714285714284,932304.5
500,40,1.9000000000000001,0.5571428571428572,909496.5
501,40,1.9000000000000001,0.6714285714285715,891824.0
502,40,1.9000000000000001,0.7857142857142857,876803.0
503,40,1.9000000000000001,0.9,874532.5
504,40,2.1,0.1,527054.5
505,40,2.1,0.2142857142857143,524121.0
506,40,2.1,0.3285714285714286,514983.0
507,40,2.1,0.44285714285714284,499379.5
508,40,2.1,0.5571428571428572,485837.5
509,40,2.1,0.6714285714285715,479591.0
510,40,2.1,0.7857142857142857,478286.5
511,40,2.1,0.9,478286.5
512,40,2.3,0.1,141371.0
513,40,2.3,0.2142857142857143,140745.0
514,40,2.3,0.3285714285714286,138249.0
515,40,2.3,0.44285714285714284,131321.5
516,40,2.3,0.5571428571428572,129610.0
517,40,2.3,0.6714285714285715,129610.0
518,40,2.3,0.7857142857142857,129610.0
519,40,2.3,0.9,129610.0
520,40,2.5,0.1,4752.5
521,40,2.5,0.2142857142857143,4752.5
522,40,2.5,0.3285714285714286,4752.5
523,40,2.5,0.44285714285714284,4752.5
524,40,2.5,0.5571428571428572,4752.5
525,40,2.5,0.6714285714285715,4752.5
526,40,2.5,0.7857142857142857,4752.5
527,40,2.5,0.9,4752.5
528,60,0.5,0.1,3190867.5
529,60,0.5,0.2142857142857143,3186987.0
530,60,0.5,0.3285714285714286,3172129.0
531,60,0.5,0.44285714285714284,3121606.5
532,60,0.5,0.5571428571428572,3053866.5
533,60,0.5,0.6714285714285715,2984874.5
534,60,0.5,0.7857142857142857,2909437.5
535,60,0.5,0.9,2864757.5
536,60,0.7,0.1,2943557.5
537,60,0.7,0.2142857142857143,2937803.0
538,60,0.7,0.3285714285714286,2921647.0
539,60,0.7,0.44285714285714284,2872734.0
540,60,0.7,0.5571428571428572,2821316.5
541,60,0.7,0.6714285714285715,2775785.0
542,60,0.7,0.7857142857142857,2701240.5
543,60,0.7,0.9,2656699.0
544,60,0.9,0.1,2660418.0
545,60,0.9,0.2142857142857143,2651753.5
546,60,0.9,0.3285714285714286,2634347.5
547,60,0.9,0.44285714285714284,2584172.0
548,60,0.9,0.5571428571428572,2529899.0
549,60,0.9,0.6714285714285715,2484103.5
550,60,0.9,0.7857142857142857,2436089.0
551,60,0.9,0.9,2405035.0
552,60,1.1,0.1,2266502.0
553,60,1.1,0.2142857142857143,2255681.0
554,60,1.1,0.3285714285714286,2237103.5
555,60,1.1,0.44285714285714284,2193261.0
556,60,1.1,0.5571428571428572,2151706.0
557,60,1.1,0.6714285714285715,2113428.5
558,60,1.1,0.7857142857142857,2070213.0
559,60,1.1,0.9,2047070.0
560,60,1.3,0.1,1973939.5
561,60,1.3,0.2142857142857143,1962086.0
562,60,1.3,0.3285714285714286,1939700.5
563,60,1.3,0.44285714285714284,1897048.5
564,60,1.3,0.5571428571428572,1861040.0
565,60,1.3,0.6714285714285715,1825488.0
566,60,1.3,0.7857142857142857,1784814.5
567,60,1.3,0.9,1765882.5
568,60,1.5,0.1,1650261.0
569,60,1.5,0.2142857142857143,1636728.5
570,60,1.5,0.3285714285714286,1611557.0
571,60,1.5,0.44285714285714284,1577021.0
572,60,1.5,0.5571428571428572,1544336.0
573,60,1.5,0.6714285714285715,1511284.5
574,60,1.5,0.7857142857142857,1475391.0
575,60,1.5,0.9,1460220.0
576,60,1.7000000000000002,0.1,1344907.5
577,60,1.7000000000000002,0.2142857142857143,1330928.0
578,60,1.7000000000000002,0.3285714285714286,1310210.0
579,60,1.7000000000000002,0.44285714285714284,1276552.0
580,60,1.7000000000000002,0.5571428571428572,1246164.0
581,60,1.7000000000000002,0.6714285714285715,1216514.0
582,60,1.7000000000000002,0.7857142857142857,1188848.5
583,60,1.7000000000000002,0.9,1182809.0
584,60,1.9000000000000001,0.1,1039799.5
585,60,1.9000000000000001,0.2142857142857143,1033657.5
586,60,1.9000000000000001,0.3285714285714286,1023272.5
587,60,1.9000000000000001,0.44285714285714284,996224.5
588,60,1.9000000000000001,0.5571428571428572,971289.0
589,60,1.9000000000000001,0.6714285714285715,949486.0
590,60,1.9000000000000001,0.7857142857142857,933275.5
591,60,1.9000000000000001,0.9,930885.5
592,60,2.1,0.1,631363.0
593,60,2.1,0.2142857142857143,628377.0
594,60,2.1,0.3285714285714286,621267.5
595,60,2.1,0.44285714285714284,598924.5
596,60,2.1,0.5571428571428572,582187.5
597,60,2.1,0.6714285714285715,576637.5
598,60,2.1,0.7857142857142857,575118.5
599,60,2.1,0.9,575060.5
600,60,2.3,0.1,151075.0
601,60,2.3,0.2142857142857143,149454.0
602,60,2.3,0.3285714285714286,146916.5
603,60,2.3,0.44285714285714284,143459.5
604,60,2.3,0.5571428571428572,141125.5
605,60,2.3,0.6714285714285715,140835.5
606,60,2.3,0.7857142857142857,140835.5
607,60,2.3,0.9,140835.5
608,60,2.5,0.1,9461.0
609,60,2.5,0.2142857142857143,9414.5
610,60,2.5,0.3285714285714286,9248.5
611,60,2.5,0.44285714285714284,9167.5
612,60,2.5,0.5571428571428572,9167.5
613,60,2.5,0.6714285714285715,9167.5
614,60,2.5,0.7857142857142857,9167.5
615,60,2.5,0.9,9167.5
616,80,0.5,0.1,3192754.0
617,80,0.5,0.2142857142857143,3192009.0
618,80,0.5,0.3285714285714286,3177717.5
619,80,0.5,0.44285714285714284,3131340.0
620,80,0.5,0.5571428571428572,3060917.5
621,80,0.5,0.6714285714285715,2992980.0
622,80,0.5,0.7857142857142857,2920455.5
623,80,0.5,0.9,2871696.5
624,80,0.7,0.1,2950046.5
625,80,0.7,0.2142857142857143,2946921.0
626,80,0.7,0.3285714285714286,2931183.5
627,80,0.7,0.44285714285714284,2885528.5
